"Segreteria";"Delegazione";"Provincia";"Comune";"Pop istat";"Attivi";"Non attivi";"Donatori"
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"BARETE";695;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"BARISCIANO";1831;0;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"CAGNANO AMITERNO";1411;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"CALASCIO";150;1;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"CAMPO DI GIOVE";872;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"CAMPOTOSTO";682;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"CANSANO";279;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"CAPESTRANO";974;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"CAPITIGNANO";676;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"CAPORCIANO";237;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"CARAPELLE CALVISIO";95;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"CASTEL DEL MONTE";490;1;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"CASTELVECCHIO CALVISIO";190;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"COLLEPIETRO";239;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"FOSSA";703;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"L AQUILA";72696;111;95;5
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"LUCOLI";999;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"MONTEREALE";2794;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"NAVELLI";592;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"OCRE";1084;19;16;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"OFENA";578;5;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"PIZZOLI";3705;0;3;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"POGGIO PICENZE";1065;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"PRATA D ANSIDONIA";524;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"ROCCA DI CAMBIO";522;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"ROCCA DI MEZZO";1571;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"SAN BENEDETTO IN PERILLIS";135;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"SAN DEMETRIO NE VESTINI";1828;6;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"SAN PIO DELLE CAMERE";620;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"SANT EUSANIO FORCONESE";409;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"SANTO STEFANO DI SESSANIO";121;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"SCOPPITO";3173;7;4;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"TORNIMPARTE";2983;4;3;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"VILLA SANT ANGELO";427;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DE L'AQUILA";"AQ";"VILLA SANTA LUCIA DEGLI ABRUZZI";156;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"ARCHI";2300;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"ARI";1215;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"BUCCHIANICO";5208;2;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"CANOSA SANNITA";1480;0;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"CARUNCHIO";697;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"CASACANDITELLA";1403;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"CASALINCONTRADA";3121;4;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"CELENZA SUL TRIGNO";997;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"CHIETI";54305;102;34;14
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"CIVITELLA MESSER RAIMONDO";918;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"CRECCHIO";3064;2;2;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"DOGLIOLA";405;0;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"FARA FILIORUM PETRI";1952;0;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"FARA SAN MARTINO";1542;0;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"FILETTO";1025;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"FRAINE";403;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"FRANCAVILLA AL MARE";24514;28;13;4
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"GIULIANO TEATINO";1343;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"GUARDIAGRELE";9537;4;3;2
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"MIGLIANICO";4828;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"MONTAZZOLI";1032;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"ORTONA";23892;55;24;9
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"PAGLIETA";4565;2;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"PALOMBARO";1164;2;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"PENNADOMO";332;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"PENNAPIEDIMONTE";520;4;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"POLLUTRI";2347;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"PRETORO";1028;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"RAPINO";1421;3;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"RIPA TEATINA";4245;2;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"ROCCA SAN GIOVANNI";2372;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"ROCCAMONTEPIANO";1838;0;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"SAN GIOVANNI TEATINO";12087;9;3;2
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"SAN MARTINO SULLA MARRUCINA";1031;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"TOLLO";4214;0;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"TORREVECCHIA TEATINA";4077;4;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"VACRI";1750;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI CHIETI";"CH";"VILLAMAGNA";2457;3;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"ARIELLI";1164;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"BORRELLO";391;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"CASOLI";5932;7;1;6
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"CASTEL FRENTANO";4216;4;5;2
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"CIVITALUPARELLA";383;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"COLLEDIMACINE";250;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"FALLO";154;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"FOSSACESIA";6225;1;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"FRISA";1922;10;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"GAMBERALE";333;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"GESSOPALENA";1647;4;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"LAMA DEI PELIGNI";1427;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"LANCIANO";36442;91;32;3
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"LETTOPALENA";373;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"MONTELAPIANO";81;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"MONTENERODOMO";801;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"MOZZAGROGNA";2250;2;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"ORSOGNA";4153;0;2;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"PALENA";1442;4;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"PIZZOFERRATO";1163;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"POGGIOFIORITO";982;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"QUADRI";887;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"ROCCASCALEGNA";1386;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"ROIO DEL SANGRO";116;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"ROSELLO";276;3;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"SAN VITO CHIETINO";5326;5;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"SANT EUSANIO DEL SANGRO";2499;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"SANTA MARIA IMBARO";1871;1;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"SCHIAVI DI ABRUZZO";1023;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"TARANTA PELIGNA";454;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"TORRICELLA PELIGNA";1472;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"TREGLIO";1598;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI LANCIANO";"CH";"VILLA SANTA MARIA";1449;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"ABBATEGGIO";441;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"ALANNO";3689;12;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"BOLOGNANO";1211;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"BRITTOLI";335;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"BUSSI SUL TIRINO";2754;1;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"CAPPELLE SUL TAVO";3920;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"CARAMANICO TERME";2036;0;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"CARPINETO DELLA NORA";695;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"CASTIGLIONE A CASAURIA";866;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"CATIGNANO";1497;3;4;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"CEPAGATTI";10460;1;8;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"CITTA SANT ANGELO";14352;5;7;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"CIVITAQUANA";1381;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"CORVARA";290;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"CUGNOLI";1601;4;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"LETTOMANOPPELLO";3048;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"MANOPPELLO";6928;0;4;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"MONTESILVANO";50389;52;27;7
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"MOSCUFO";3269;3;2;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"NOCCIANO";1861;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"PENNE";12841;7;33;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"PESCARA";123062;205;144;37
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"PESCOSANSONESCO";533;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"PIANELLA";8280;7;4;2
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"PIETRANICO";548;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"POPOLI";5537;0;3;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"ROCCAMORICE";998;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"ROSCIANO";3415;0;5;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"SALLE";323;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"SAN VALENTINO IN ABRUZZO CITERIORE";1962;1;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"SANT EUFEMIA A MAIELLA";296;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"SCAFA";3916;4;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"SERRAMONACESCA";626;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"SPOLTORE";18341;22;6;5
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"TOCCO DA CASAURIA";2793;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"TORRE DE PASSERI";3214;2;2;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI PESCARA";"PE";"TURRIVALIGNANI";873;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"ALBA ADRIATICA";12440;8;6;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"ANCARANO";1932;5;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"ARSITA";892;1;0;3
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"ATRI";11282;8;1;3
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"BASCIANO";2460;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"BELLANTE";7242;3;2;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"BISENTI";1977;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CAMPLI";7585;5;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CANZANO";1948;5;17;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CASTEL CASTAGNA";509;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CASTELLALTO";7496;3;2;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CASTELLI";1257;1;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CASTIGLIONE MESSER RAIMONDO";2409;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CASTILENTI";1586;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CELLINO ATTANASIO";2671;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CERMIGNANO";1813;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CIVITELLA DEL TRONTO";5438;6;4;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"COLLEDARA";2272;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"COLONNELLA";3705;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CONTROGUERRA";2500;1;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CORROPOLI";4645;1;5;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CORTINO";721;3;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"CROGNALETO";1481;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"FANO ADRIANO";393;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"GIULIANOVA";23505;24;23;2
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"ISOLA DEL GRAN SASSO D ITALIA";4973;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"MARTINSICURO";17112;6;9;2
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"MONTEFINO";1117;3;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"MONTORIO AL VOMANO";8246;11;8;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"MORRO D ORO";3633;2;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"MOSCIANO SANT ANGELO";9165;2;7;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"NERETO";5128;7;4;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"NOTARESCO";6999;5;3;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"PENNA SANT ANDREA";1804;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"PIETRACAMELA";302;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"PINETO";14591;31;2;52
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"ROCCA SANTA MARIA";592;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"ROSETO DEGLI ABRUZZI";24887;24;7;2
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"SANT EGIDIO ALLA VIBRATA";9781;1;4;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"SANT OMERO";5469;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"SILVI";15750;6;2;9
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"TERAMO";55004;162;61;15
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"TORANO NUOVO";1685;5;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"TORRICELLA SICURA";2715;1;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"TORTORETO";9952;9;1;2
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"TOSSICIA";1467;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI TERAMO";"TE";"VALLE CASTELLANA";1059;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"ALTINO";2823;1;4;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"ATESSA";10753;5;9;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"BOMBA";908;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"CARPINETO SINELLO";712;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"CASALANGUIDA";1044;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"CASALBORDINO";6375;3;6;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"CASTELGUIDONE";434;0;0;0
