"Segreteria";"Delegazione";"Provincia";"Comune";"Pop istat";"Attivi";"Non attivi";"Donatori"
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI AGRIGENTO";"AG";"SCIACCA";41023;5;13;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI AGRIGENTO";"AG";"SICULIANA";4624;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI AGRIGENTO";"AG";"VILLAFRANCA SICULA";1458;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"ACQUAVIVA PLATANI";1045;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"BOMPENSIERE";632;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"BUTERA";5004;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"CALTANISSETTA";60267;22;58;3
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"CAMPOFRANCO";3308;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"DELIA";4551;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"GELA";77209;7;7;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"MARIANOPOLI";2075;0;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"MAZZARINO";12007;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"MILENA";3223;0;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"MONTEDORO";1683;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"MUSSOMELI";11219;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"NISCEMI";26402;2;1;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"RESUTTANO";2206;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"RIESI";11294;0;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"SAN CATALDO";23359;0;5;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"SANTA CATERINA VILLARMOSA";5738;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"SERRADIFALCO";6428;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"SOMMATINO";7420;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"SUTERA";1502;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"VALLELUNGA PRATAMENO";3725;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CALTANISSETTA";"CL";"VILLALBA";1755;0;4;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"ACI BONACCORSI";3099;4;4;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"ACI CASTELLO";18196;47;33;8
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"ACI CATENA";28691;10;9;6
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"ACI SANT ANTONIO";17464;9;9;3
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"ADRANO";36681;7;2;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"BELPASSO";24817;5;4;2
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"BIANCAVILLA";23787;5;1;2
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"BRONTE";19408;2;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"CALATABIANO";5465;0;2;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"CAMPOROTONDO ETNEO";4266;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"CASTEL DI IUDICA";4722;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"CASTIGLIONE DI SICILIA";3382;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"CATANIA";295591;478;321;88
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"FIUMEFREDDO DI SICILIA";9784;0;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"GIARRE";27621;27;19;2
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"GRAMMICHELE";13460;0;1;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"GRAVINA DI CATANIA";27433;11;7;5
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"LICODIA EUBEA";3054;5;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"LINGUAGLOSSA";5470;2;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"MALETTO";4073;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"MANIACE";3670;3;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"MASCALI";13653;3;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"MASCALUCIA";28643;18;6;2
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"MAZZARRONE";3903;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"MILITELLO IN VAL DI CATANIA";7927;0;1;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"MILO";1063;0;3;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"MINEO";5348;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"MIRABELLA IMBACCARI";5548;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"MISTERBIANCO";48969;8;13;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"MOTTA SANT ANASTASIA";11638;8;2;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"NICOLOSI";7092;6;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"PALAGONIA";16487;2;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"PATERNO";49604;3;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"PEDARA";12753;11;1;2
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"PIEDIMONTE ETNEO";4052;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"RADDUSA";3281;0;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"RAGALNA";3580;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"RAMACCA";10802;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"RANDAZZO";11160;0;4;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"RIPOSTO";15079;16;9;2
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"SAN CONO";2912;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"SAN GIOVANNI LA PUNTA";22276;24;10;3
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"SAN GREGORIO DI CATANIA";11468;23;19;6
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"SAN MICHELE DI GANZARIA";3649;2;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"SAN PIETRO CLARENZA";6996;0;4;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"SANT AGATA LI BATTIATI";9408;15;10;6
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"SANT ALFIO";1667;2;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"SANTA MARIA DI LICODIA";7013;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"SANTA VENERINA";8379;4;6;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"SCORDIA";17290;1;0;2
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"TRECASTAGNI";10262;10;4;4
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"TREMESTIERI ETNEO";21490;32;13;7
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"VALVERDE";7678;4;10;2
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"VIAGRANDE";7946;15;7;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"VIZZINI";6755;2;1;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI CATANIA";"CT";"ZAFFERANA ETNEA";9286;3;2;2
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"AGIRA";8323;4;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"ASSORO";5390;3;0;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"BARRAFRANCA";13049;1;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"CALASCIBETTA";4700;4;0;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"CATENANUOVA";5094;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"CENTURIPE";5686;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"CERAMI";2197;0;0;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"ENNA";27963;41;64;8
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"GAGLIANO CASTELFERRATO";3753;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"LEONFORTE";14028;15;6;3
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"NISSORIA";2972;0;0;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"PIETRAPERZIA";7271;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"REGALBUTO";7592;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"SPERLINGA";899;3;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"TROINA";9732;1;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"VALGUARNERA CAROPEPE";8330;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI ENNA";"EN";"VILLAROSA";5368;3;2;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"ACQUEDOLCI";5607;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"ALCARA LI FUSI";2150;10;16;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"ALI";850;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"ALI TERME";2598;1;3;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"ANTILLO";965;9;2;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"BARCELLONA POZZO DI GOTTO";41718;4;4;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"BASICO";659;2;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"BROLO";5803;2;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"CAPIZZI";3404;7;20;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"CAPO D ORLANDO";13080;4;2;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"CAPRI LEONE";4515;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"CARONIA";3463;2;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"CASALVECCHIO SICULO";973;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"CASTEL DI LUCIO";1401;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"CASTELL UMBERTO";3350;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"CASTELMOLA";1082;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"CASTROREALE";2680;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"CESARO";2589;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"CONDRO";493;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"FALCONE";2921;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"FICARRA";1619;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"FIUMEDINISI";1558;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"FLORESTA";563;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"FONDACHELLI FANTINA";1114;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"FORZA D AGRO";921;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"FRANCAVILLA DI SICILIA";4093;2;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"FRAZZANO";806;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"FURCI SICULO";3368;2;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"FURNARI";3712;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"GAGGI";3073;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"GALATI MAMERTINO";2872;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"GALLODORO";394;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"GIOIOSA MAREA";7240;2;3;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"GRANITI";1540;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"GUALTIERI SICAMINO";1852;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"ITALA";1662;0;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"LENI";678;2;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"LETOJANNI";2762;2;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"LIBRIZZI";1821;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"LIMINA";916;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"LIPARI";11268;0;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"LONGI";1596;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MALFA";937;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MALVAGNA";837;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MANDANICI";649;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MAZZARRA SANT ANDREA";1613;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MERI";2399;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MESSINA";242864;138;158;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MILAZZO";32655;2;10;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MILITELLO ROSMARINO";1340;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MIRTO";1035;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MISTRETTA";5099;0;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MOIO ALCANTARA";760;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MONFORTE SAN GIORGIO";2948;0;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MONGIUFFI MELIA";683;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MONTAGNAREALE";1709;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MONTALBANO ELICONA";2511;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MOTTA CAMASTRA";894;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"MOTTA D AFFERMO";859;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"NASO";4145;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"NIZZA DI SICILIA";3727;1;1;2
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"NOVARA DI SICILIA";1474;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"OLIVERI";2161;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"PACE DEL MELA";6341;1;2;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"PAGLIARA";1229;0;1;1
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"PATTI";13456;2;10;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"PETTINEO";1445;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"PIRAINO";3989;0;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"RACCUJA";1176;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"REITANO";884;1;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"ROCCAFIORITA";237;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"ROCCALUMERA";4272;0;2;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"ROCCAVALDINA";1184;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"ROCCELLA VALDEMONE";714;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"RODI MILICI";2239;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"ROMETTA";6615;2;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SAN FILIPPO DEL MELA";7295;0;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SAN FRATELLO";4076;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SAN MARCO D ALUNZIO";2091;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SAN PIER NICETO";2996;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SAN PIERO PATTI";3193;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SAN SALVATORE DI FITALIA";1463;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SAN TEODORO";1454;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SANT AGATA DI MILITELLO";13172;1;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SANT ALESSIO SICULO";1475;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SANT ANGELO DI BROLO";3373;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SANTA DOMENICA VITTORIA";1091;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SANTA LUCIA DEL MELA";4788;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SANTA MARINA SALINA";885;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SANTA TERESA DI RIVA";9237;0;4;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SANTO STEFANO DI CAMASTRA";4534;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SAPONARA";4087;0;3;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SAVOCA";1781;2;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SCALETTA ZANCLEA";2415;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SINAGRA";2803;0;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"SPADAFORA";5285;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"TERME VIGLIATORE";7098;0;3;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"TORREGROTTA";7318;0;8;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"TORRENOVA";4160;2;3;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"TORTORICI";6872;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"TRIPI";949;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"TUSA";3104;4;1;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"UCRIA";1165;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"VALDINA";1314;1;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"VENETICO";3836;0;0;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI MESSINA";"ME";"VILLAFRANCA TIRRENA";8957;0;2;0
"DIREZIONE REGIONALE FAI SICILIA";"DELEGAZIONE FAI DI PALERMO";"PA";"ALIA";3956;0;2;0
